"dgns_cd","longdesc","shortdesc","version","fyear"
"71509","Osteoarthrosis, generalized, multiple sites","General osteoarthrosis",32,2015
"71510","Osteoarthrosis, localized, primary, site unspecified","Loc prim osteoart-unspec",32,2015
"71511","Osteoarthrosis, localized, primary, shoulder region","Loc prim osteoart-shlder",32,2015
"71512","Osteoarthrosis, localized, primary, upper arm","Loc prim osteoart-up/arm",32,2015
"71513","Osteoarthrosis, localized, primary, forearm","Loc prim osteoart-forarm",32,2015
"71514","Osteoarthrosis, localized, primary, hand","Loc prim osteoarth-hand",32,2015
"71515","Osteoarthrosis, localized, primary, pelvic region and thigh","Loc prim osteoart-pelvis",32,2015
"71516","Osteoarthrosis, localized, primary, lower leg","Loc prim osteoart-l/leg",32,2015
"71517","Osteoarthrosis, localized, primary, ankle and foot","Loc prim osteoarth-ankle",32,2015
"71518","Osteoarthrosis, localized, primary, other specified sites","Loc prim osteoarthr NEC",32,2015
"71520","Osteoarthrosis, localized, secondary, site unspecified","Loc 2nd osteoarth-unspec",32,2015
"71521","Osteoarthrosis, localized, secondary, shoulder region","Loc 2nd osteoarth-shlder",32,2015
"71522","Osteoarthrosis, localized, secondary, upper arm","Loc 2nd osteoarth-up/arm",32,2015
"71523","Osteoarthrosis, localized, secondary, forearm","Loc 2nd osteoart-forearm",32,2015
"71524","Osteoarthrosis, localized, secondary, hand","Loc 2nd osteoarthro-hand",32,2015
"71525","Osteoarthrosis, localized, secondary, pelvic region and thigh","Loc 2nd osteoarth-pelvis",32,2015
"71526","Osteoarthrosis, localized, secondary, lower leg","Loc 2nd osteoarthr-l/leg",32,2015
"71527","Osteoarthrosis, localized, secondary, ankle and foot","Loc 2nd osteoarthr-ankle",32,2015
"71528","Osteoarthrosis, localized, secondary, other specified sites","Loc 2nd osteoarthros NEC",32,2015
"71530","Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified","Loc osteoarth NOS-unspec",32,2015
"71531","Osteoarthrosis, localized, not specified whether primary or secondary, shoulder region","Loc osteoarth NOS-shlder",32,2015
"71532","Osteoarthrosis, localized, not specified whether primary or secondary, upper arm","Loc osteoarth NOS-up/arm",32,2015
"71533","Osteoarthrosis, localized, not specified whether primary or secondary, forearm","Loc osteoart NOS-forearm",32,2015
"71534","Osteoarthrosis, localized, not specified whether primary or secondary, hand","Loc osteoarth NOS-hand",32,2015
"71535","Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh","Loc osteoarth NOS-pelvis",32,2015
"71536","Osteoarthrosis, localized, not specified whether primary or secondary, lower leg","Loc osteoarth NOS-l/leg",32,2015
"71537","Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot","Loc osteoarth NOS-ankle",32,2015
"71538","Osteoarthrosis, localized, not specified whether primary or secondary, other specified sites","Loc osteoar NOS-site NEC",32,2015
"71580","Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, site unspecified","Osteoarthrosis-mult site",32,2015
"71589","Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites","Osteoarthrosis-mult site",32,2015
"71590","Osteoarthrosis, unspecified whether generalized or localized, site unspecified","Osteoarthros NOS-unspec",32,2015
"71591","Osteoarthrosis, unspecified whether generalized or localized, shoulder region","Osteoarthros NOS-shlder",32,2015
"71592","Osteoarthrosis, unspecified whether generalized or localized, upper arm","Osteoarthros NOS-up/arm",32,2015
"71593","Osteoarthrosis, unspecified whether generalized or localized, forearm","Osteoarthros NOS-forearm",32,2015
"71594","Osteoarthrosis, unspecified whether generalized or localized, hand","Osteoarthros NOS-hand",32,2015
"71595","Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh","Osteoarthros NOS-pelvis",32,2015
"71596","Osteoarthrosis, unspecified whether generalized or localized, lower leg","Osteoarthros NOS-l/leg",32,2015
"71597","Osteoarthrosis, unspecified whether generalized or localized, ankle and foot","Osteoarthros NOS-ankle",32,2015
"71598","Osteoarthrosis, unspecified whether generalized or localized, other specified sites","Osteoarthro NOS-oth site",32,2015
"71600","Kaschin-Beck disease, site unspecified","Kaschin-beck dis-unspec",32,2015
"71601","Kaschin-Beck disease, shoulder region","Kaschin-beck dis-shlder",32,2015
"71602","Kaschin-Beck disease, upper arm","Kaschin-beck dis-up/arm",32,2015
"71603","Kaschin-Beck disease, forearm","Kaschin-beck dis-forearm",32,2015
"71604","Kaschin-Beck disease, hand","Kaschin-beck dis-hand",32,2015
"71605","Kaschin-Beck disease, pelvic region and thigh","Kaschin-beck dis-pelvis",32,2015
"71606","Kaschin-Beck disease, lower leg","Kaschin-beck dis-l/leg",32,2015
"71607","Kaschin-Beck disease, ankle and foot","Kaschin-beck dis-ankle",32,2015
"71608","Kaschin-Beck disease, other specified sites","Kaschin-beck dis NEC",32,2015
"71609","Kaschin-Beck disease, multiple sites","Kaschin-beck dis-mult",32,2015
"71610","Traumatic arthropathy, site unspecified","Traum arthropathy-unspec",32,2015
"71611","Traumatic arthropathy, shoulder region","Traum arthropathy-shlder",32,2015
"71612","Traumatic arthropathy, upper arm","Traum arthropathy-up/arm",32,2015
"71613","Traumatic arthropathy, forearm","Traum arthropath-forearm",32,2015
"71614","Traumatic arthropathy, hand","Traum arthropathy-hand",32,2015
"71615","Traumatic arthropathy, pelvic region and thigh","Traum arthropathy-pelvis",32,2015
"71616","Traumatic arthropathy, lower leg","Traum arthropathy-l/leg",32,2015
"71617","Traumatic arthropathy, ankle and foot","Traum arthropathy-ankle",32,2015
"71618","Traumatic arthropathy, other specified sites","Traum arthropathy NEC",32,2015
"71619","Traumatic arthropathy, multiple sites","Traum arthropathy-mult",32,2015
"71620","Allergic arthritis, site unspecified","Allerg arthritis-unspec",32,2015
"71621","Allergic arthritis, shoulder region","Allerg arthritis-shlder",32,2015
"71622","Allergic arthritis, upper arm","Allerg arthritis-up/arm",32,2015
"71623","Allergic arthritis, forearm","Allerg arthritis-forearm",32,2015
"71624","Allergic arthritis, hand","Allerg arthritis-hand",32,2015
"71625","Allergic arthritis, pelvic region and thigh","Allerg arthritis-pelvis",32,2015
"71626","Allergic arthritis, lower leg","Allerg arthritis-l/leg",32,2015
"71627","Allergic arthritis, ankle and foot","Allerg arthritis-ankle",32,2015
"71628","Allergic arthritis, other specified sites","Allerg arthritis NEC",32,2015
"71629","Allergic arthritis, multiple sites","Allerg arthritis-mult",32,2015
"71630","Climacteric arthritis, site unspecified","Climact arthritis-unspec",32,2015
"71631","Climacteric arthritis, shoulder region","Climact arthritis-shlder",32,2015
"71632","Climacteric arthritis, upper arm","Climact arthritis-up/arm",32,2015
"71633","Climacteric arthritis, forearm","Climact arthrit-forearm",32,2015
"71634","Climacteric arthritis, hand","Climact arthritis-hand",32,2015
"71635","Climacteric arthritis, pelvic region and thigh","Climact arthritis-pelvis",32,2015
"71636","Climacteric arthritis, lower leg","Climact arthritis-l/leg",32,2015
"71637","Climacteric arthritis, ankle and foot","Climact arthritis-ankle",32,2015
"71638","Climacteric arthritis, other specified sites","Climact arthritis NEC",32,2015
"71639","Climacteric arthritis, multiple sites","Climact arthritis-mult",32,2015
"71640","Transient arthropathy, site unspecified","Trans arthropathy-unspec",32,2015
"71641","Transient arthropathy, shoulder region","Trans arthropathy-shlder",32,2015
"71642","Transient arthropathy, upper arm","Trans arthropathy-up/arm",32,2015
"71643","Transient arthropathy, forearm","Trans arthropath-forearm",32,2015
"71644","Transient arthropathy, hand","Trans arthropathy-hand",32,2015
"71645","Transient arthropathy, pelvic region and thigh","Trans arthropathy-pelvis",32,2015
"71646","Transient arthropathy, lower leg","Trans arthropathy-l/leg",32,2015
"71647","Transient arthropathy, ankle and foot","Trans arthropathy-ankle",32,2015
"71648","Transient arthropathy, other specified sites","Trans arthropathy NEC",32,2015
"71649","Transient arthropathy, multiple sites","Trans arthropathy-mult",32,2015
"71650","Unspecified polyarthropathy or polyarthritis, site unspecified","Polyarthritis NOS-unspec",32,2015
"71651","Unspecified polyarthropathy or polyarthritis, shoulder region","Polyarthritis NOS-shlder",32,2015
"71652","Unspecified polyarthropathy or polyarthritis, upper arm","Polyarthritis NOS-up/arm",32,2015
"71653","Unspecified polyarthropathy or polyarthritis, forearm","Polyarthrit NOS-forearm",32,2015
"71654","Unspecified polyarthropathy or polyarthritis, hand","Polyarthritis NOS-hand",32,2015
"71655","Unspecified polyarthropathy or polyarthritis, pelvic region and thigh","Polyarthritis NOS-pelvis",32,2015
"71656","Unspecified polyarthropathy or polyarthritis, lower leg","Polyarthritis NOS-l/leg",32,2015
"71657","Unspecified polyarthropathy or polyarthritis, ankle and foot","Polyarthritis NOS-ankle",32,2015
"71658","Unspecified polyarthropathy or polyarthritis, other specified sites","Polyarthrit NOS-oth site",32,2015
"71659","Unspecified polyarthropathy or polyarthritis, multiple sites","Polyarthritis NOS-mult",32,2015
"71660","Unspecified monoarthritis, site unspecified","Monoarthritis NOS-unspec",32,2015
"71661","Unspecified monoarthritis, shoulder region","Monoarthritis NOS-shlder",32,2015
"71662","Unspecified monoarthritis, upper arm","Monoarthritis NOS-up/arm",32,2015
"71663","Unspecified monoarthritis, forearm","Monoarthrit NOS-forearm",32,2015
"71664","Unspecified monoarthritis, hand","Monoarthritis NOS-hand",32,2015
"71665","Unspecified monoarthritis, pelvic region and thigh","Monoarthritis NOS-pelvis",32,2015
"71666","Unspecified monoarthritis, lower leg","Monoarthritis NOS-l/leg",32,2015
"71667","Unspecified monoarthritis, ankle and foot","Monoarthritis NOS-ankle",32,2015
"71668","Unspecified monoarthritis, other specified sites","Monoarthrit NOS-oth site",32,2015
"71680","Other specified arthropathy, site unspecified","Arthropathy NEC-unspec",32,2015
"71681","Other specified arthropathy, shoulder region","Arthropathy NEC-shlder",32,2015
"71682","Other specified arthropathy, upper arm","Arthropathy NEC-up/arm",32,2015
"71683","Other specified arthropathy, forearm","Arthropathy NEC-forearm",32,2015
"71684","Other specified arthropathy, hand","Arthropathy NEC-hand",32,2015
"71685","Other specified arthropathy, pelvic region and thigh","Arthropathy NEC-pelvis",32,2015
"71686","Other specified arthropathy, lower leg","Arthropathy NEC-l/leg",32,2015
"71687","Other specified arthropathy, ankle and foot","Arthropathy NEC-ankle",32,2015
"71688","Other specified arthropathy, other specified sites","Arthropathy NEC-oth site",32,2015
"71689","Other specified arthropathy, multiple sites","Arthropathy NEC-mult",32,2015
"71690","Arthropathy, unspecified, site unspecified","Arthropathy NOS-unspec",32,2015
"71691","Arthropathy, unspecified, shoulder region","Arthropathy NOS-shlder",32,2015
"71692","Arthropathy, unspecified, upper arm","Arthropathy NOS-up/arm",32,2015
"71693","Arthropathy, unspecified, forearm","Arthropathy NOS-forearm",32,2015
"71694","Arthropathy, unspecified, hand","Arthropathy NOS-hand",32,2015
"71695","Arthropathy, unspecified, pelvic region and thigh","Arthropathy NOS-pelvis",32,2015
"71696","Arthropathy, unspecified, lower leg","Arthropathy NOS-l/leg",32,2015
"71697","Arthropathy, unspecified, ankle and foot","Arthropathy NOS-ankle",32,2015
"71698","Arthropathy, unspecified, other specified sites","Arthropathy NOS-oth site",32,2015
"71699","Arthropathy, unspecified, multiple sites","Arthropathy NOS-mult",32,2015
"7170","Old bucket handle tear of medial meniscus","Old bucket tear med men",32,2015
"7171","Derangement of anterior horn of medial meniscus","Derang ant med meniscus",32,2015
"7172","Derangement of posterior horn of medial meniscus","Derang post med meniscus",32,2015
"7173","Other and unspecified derangement of medial meniscus","Derang med meniscus NEC",32,2015
"71740","Derangement of lateral meniscus, unspecified","Derang lat meniscus NOS",32,2015
"71741","Bucket handle tear of lateral meniscus","Old bucket tear lat men",32,2015
"71742","Derangement of anterior horn of lateral meniscus","Derange ant lat meniscus",32,2015
"71743","Derangement of posterior horn of lateral meniscus","Derang post lat meniscus",32,2015
"71749","Other derangement of lateral meniscus","Derang lat meniscus NEC",32,2015
"7175","Derangement of meniscus, not elsewhere classified","Derangement meniscus NEC",32,2015
"7176","Loose body in knee","Loose body in knee",32,2015
"7177","Chondromalacia of patella","Chondromalacia patellae",32,2015
"71781","Old disruption of lateral collateral ligament","Old disrupt lat collat",32,2015
"71782","Old disruption of medial collateral ligament","Old disrupt med collat",32,2015
"71783","Old disruption of anterior cruciate ligament","Old disrupt ant cruciate",32,2015
"71784","Old disruption of posterior cruciate ligament","Old disrupt post cruciat",32,2015
"71785","Old disruption of other ligaments of knee","Old disrupt knee lig NEC",32,2015
"71789","Other internal derangement of knee","Int derangement knee NEC",32,2015
"7179","Unspecified internal derangement of knee","Int derangement knee NOS",32,2015
"71800","Articular cartilage disorder, site unspecified","Artic cartil dis-unspec",32,2015
"71801","Articular cartilage disorder, shoulder region","Artic cartil dis-shlder",32,2015
"71802","Articular cartilage disorder, upper arm","Artic cartil dis-up/arm",32,2015
"71803","Articular cartilage disorder, forearm","Artic cartil dis-forearm",32,2015
"71804","Articular cartilage disorder, hand","Artic cartil dis-hand",32,2015
"71805","Articular cartilage disorder, pelvic region and thigh","Artic cartil dis-pelvis",32,2015
"71807","Articular cartilage disorder, ankle and foot","Artic cartil dis-ankle",32,2015
"71808","Articular cartilage disorder, other specified sites","Artic cartil dis-jt NEC",32,2015
"71809","Articular cartilage disorder, multiple sites","Artic cartil dis-mult jt",32,2015
"71810","Loose body in joint, site unspecified","Loose body-unspec",32,2015
"71811","Loose body in joint, shoulder region","Loose body-shlder",32,2015
"71812","Loose body in joint, upper arm","Loose body-up/arm",32,2015
"71813","Loose body in joint, forearm","Loose body-forearm",32,2015
"71814","Loose body in joint, hand","Loose body-hand",32,2015
"71815","Loose body in joint, pelvic region and thigh","Loose body-pelvis",32,2015
"71817","Loose body in joint, ankle and foot","Loose body-ankle",32,2015
"71818","Loose body in joint, other specified sites","Loose body-joint NEC",32,2015
"71819","Loose body in joint, multiple sites","Loose body-mult joints",32,2015
"71820","Pathological dislocation of joint, site unspecified","Pathol dislocat-unspec",32,2015
"71821","Pathological dislocation of joint, shoulder region","Pathol dislocat-shlder",32,2015
"71822","Pathological dislocation of joint, upper arm","Pathol dislocat-up/arm",32,2015
"71823","Pathological dislocation of joint, forearm","Pathol dislocat-forearm",32,2015
"71824","Pathological dislocation of joint, hand","Pathol dislocat-hand",32,2015
"71825","Pathological dislocation of joint, pelvic region and thigh","Pathol dislocat-pelvis",32,2015
"71826","Pathological dislocation of joint, lower leg","Pathol dislocat-l/leg",32,2015
"71827","Pathological dislocation of joint, ankle and foot","Pathol dislocat-ankle",32,2015
"71828","Pathological dislocation of joint, other specified sites","Pathol dislocat-jt NEC",32,2015
"71829","Pathological dislocation of joint, multiple sites","Pathol dislocat-mult jts",32,2015
"71830","Recurrent dislocation of joint, site unspecified","Recur dislocat-unspec",32,2015
"71831","Recurrent dislocation of joint, shoulder region","Recur dislocat-shlder",32,2015
"71832","Recurrent dislocation of joint, upper arm","Recur dislocat-up/arm",32,2015
"71833","Recurrent dislocation of joint, forearm","Recur dislocat-forearm",32,2015
"71834","Recurrent dislocation of joint, hand","Recur dislocat-hand",32,2015
"71835","Recurrent dislocation of joint, pelvic region and thigh","Recur dislocat-pelvis",32,2015
"71836","Recurrent dislocation of joint, lower leg","Recur dislocat-l/leg",32,2015
"71837","Recurrent dislocation of joint, ankle and foot","Recur dislocat-ankle",32,2015
"71838","Recurrent dislocation of joint, other specified sites","Recur dislocat-jt NEC",32,2015
"71839","Recurrent dislocation of joint, multiple sites","Recur dislocat-mult jts",32,2015
"71840","Contracture of joint, site unspecified","Jt contracture-unspec",32,2015
"71841","Contracture of joint, shoulder region","Jt contracture-shlder",32,2015
"71842","Contracture of joint, upper arm","Jt contracture-up/arm",32,2015
"71843","Contracture of joint, forearm","Jt contracture-forearm",32,2015
"71844","Contracture of joint, hand","Jt contracture-hand",32,2015
"71845","Contracture of joint, pelvic region and thigh","Jt contracture-pelvis",32,2015
"71846","Contracture of joint, lower leg","Jt contracture-l/leg",32,2015
"71847","Contracture of joint, ankle and foot","Jt contracture-ankle",32,2015
"71848","Contracture of joint, other specified sites","Jt contracture-jt NEC",32,2015
"71849","Contracture of joint, multiple sites","Jt contracture-mult jts",32,2015
"71850","Ankylosis of joint, site unspecified","Ankylosis-unspec",32,2015
"71851","Ankylosis of joint, shoulder region","Ankylosis-shoulder",32,2015
"71852","Ankylosis of joint, upper arm","Ankylosis-upper/arm",32,2015
"71853","Ankylosis of joint, forearm","Ankylosis-forearm",32,2015
"71854","Ankylosis of joint, hand","Ankylosis-hand",32,2015
"71855","Ankylosis of joint, pelvic region and thigh","Ankylosis-pelvis",32,2015
"71856","Ankylosis of joint, lower leg","Ankylosis-lower/leg",32,2015
"71857","Ankylosis of joint, ankle and foot","Ankylosis-ankle",32,2015
"71858","Ankylosis of joint, other specified sites","Ankylosis-joint NEC",32,2015
"71859","Ankylosis of joint, multiple sites","Ankylosis-mult joints",32,2015
"71865","Unspecified intrapelvic protrusion of acetabulum, pelvic region and thigh","Protrusio acetabuli NOS",32,2015
"71870","Developmental dislocation of joint, site unspecified","Dev dislocat jt site NOS",32,2015
"71871","Developmental dislocation of joint, shoulder region","Dev dislocat joint-shldr",32,2015
"71872","Developmental dislocation of joint, upper arm","Dev dislocat jt-up/arm",32,2015
"71873","Developmental dislocation of joint, forearm","Dev dislocat jt-forearm",32,2015
"71874","Developmental dislocation of joint, hand","Dev dislocat joint-hand",32,2015
"71875","Developmental dislocation of joint, pelvic region and thigh","Dev dis jt-pelvic/thigh",32,2015
"71876","Developmental dislocation of joint, lower leg","Dev disloc jt-lower leg",32,2015
"71877","Developmental dislocation of joint, ankle and foot","Dev disloc jt-ankle/foot",32,2015
"71878","Developmental dislocation of joint, other specified sites","Dev disloc jt-site NEC",32,2015
"71879","Developmental dislocation of joint, multiple sites","Dev disloc jt-mult sites",32,2015
"71880","Other joint derangement, not elsewhere classified, site unspecified","Jt derangmnt NEC-unsp jt",32,2015
"71881","Other joint derangement, not elsewhere classified, shoulder region","Jt derangment NEC-shlder",32,2015
"71882","Other joint derangement, not elsewhere classified, upper arm","Jt derangment NEC-up/arm",32,2015
"71883","Other joint derangement, not elsewhere classified, forearm","Jt derangmnt NEC-forearm",32,2015
"71884","Other joint derangement, not elsewhere classified, hand","Jt derangement NEC-hand",32,2015
"71885","Other joint derangement, not elsewhere classified, pelvic region and thigh","Jt derangment NEC-pelvis",32,2015
"71886","Other joint derangement, not elsewhere classified, lower leg","Jt derangement NEC-l/leg",32,2015
"71887","Other joint derangement, not elsewhere classified, ankle and foot","Jt derangement NEC-ankle",32,2015
"71888","Other joint derangement, not elsewhere classified, other specified sites","Jt derangment NEC-oth jt",32,2015
"71889","Other joint derangement, not elsewhere classified, multiple sites","Jt derangement NEC-mult",32,2015
"71890","Unspecified derangement of joint, site unspecified","Jt derangmnt NOS-unsp jt",32,2015
"71891","Unspecified derangement of joint, shoulder region","Jt derangment NOS-shlder",32,2015
"71892","Unspecified derangement of joint, upper arm","Jt derangment NOS-up/arm",32,2015
"71893","Unspecified derangement of joint, forearm","Jt derangmnt NOS-forearm",32,2015
"71894","Unspecified derangement of joint, hand","Jt derangement NOS-hand",32,2015
"71895","Unspecified derangement of joint, pelvic region and thigh","Jt derangment NOS-pelvis",32,2015
"71897","Unspecified derangement of joint, ankle and foot","Jt derangement NOS-ankle",32,2015
"71898","Unspecified derangement of joint, other specified sites","Jt derangment NOS-oth jt",32,2015
"71899","Unspecified derangement of joint, multiple sites","Jt derangement NOS-mult",32,2015
"71900","Effusion of joint, site unspecified","Joint effusion-unspec",32,2015
"71901","Effusion of joint, shoulder region","Joint effusion-shlder",32,2015
"71902","Effusion of joint, upper arm","Joint effusion-up/arm",32,2015
"71903","Effusion of joint, forearm","Joint effusion-forearm",32,2015
"71904","Effusion of joint, hand","Joint effusion-hand",32,2015
"71905","Effusion of joint, pelvic region and thigh","Joint effusion-pelvis",32,2015
"71906","Effusion of joint, lower leg","Joint effusion-l/leg",32,2015
"71907","Effusion of joint, ankle and foot","Joint effusion-ankle",32,2015
"71908","Effusion of joint, other specified sites","Joint effusion-jt NEC",32,2015
"71909","Effusion of joint, multiple sites","Joint effusion-mult jts",32,2015
"71910","Hemarthrosis, site unspecified","Hemarthrosis-unspec",32,2015
"71911","Hemarthrosis, shoulder region","Hemarthrosis-shlder",32,2015
"71912","Hemarthrosis, upper arm","Hemarthrosis-up/arm",32,2015
"71913","Hemarthrosis, forearm","Hemarthrosis-forearm",32,2015
"71914","Hemarthrosis, hand","Hemarthrosis-hand",32,2015
"71915","Hemarthrosis, pelvic region and thigh","Hemarthrosis-pelvis",32,2015
"71916","Hemarthrosis, lower leg","Hemarthrosis-l/leg",32,2015
"71917","Hemarthrosis, ankle and foot","Hemarthrosis-ankle",32,2015
"71918","Hemarthrosis, other specified sites","Hemarthrosis-jt NEC",32,2015
"71919","Hemarthrosis, multiple sites","Hemarthrosis-mult jts",32,2015
"71920","Villonodular synovitis, site unspecified","Villonod synovit-unspec",32,2015
"71921","Villonodular synovitis, shoulder region","Villonod synovit-shlder",32,2015
"71922","Villonodular synovitis, upper arm","Villonod synovit-up/arm",32,2015
"71923","Villonodular synovitis, forearm","Villonod synovit-forearm",32,2015
"71924","Villonodular synovitis, hand","Villonod synovit-hand",32,2015
"71925","Villonodular synovitis, pelvic region and thigh","Villonod synovit-pelvis",32,2015
"71926","Villonodular synovitis, lower leg","Villonod synovit-l/leg",32,2015
"71927","Villonodular synovitis, ankle and foot","Villonod synovit-ankle",32,2015
"71928","Villonodular synovitis, other specified sites","Villonod synovit-jt NEC",32,2015
"71929","Villonodular synovitis, multiple sites","Villonod synovit-mult jt",32,2015
"71930","Palindromic rheumatism, site unspecified","Palindrom rheum-unspec",32,2015
"71931","Palindromic rheumatism, shoulder region","Palindrom rheum-shlder",32,2015
"71932","Palindromic rheumatism, upper arm","Palindrom rheum-up/arm",32,2015
"71933","Palindromic rheumatism, forearm","Palindrom rheum-forearm",32,2015
"71934","Palindromic rheumatism, hand","Palindrom rheum-hand",32,2015
"71935","Palindromic rheumatism, pelvic region and thigh","Palindrom rheum-pelvis",32,2015
"71936","Palindromic rheumatism, lower leg","Palindrom rheum-l/leg",32,2015
"71937","Palindromic rheumatism, ankle and foot","Palindrom rheum-ankle",32,2015
"71938","Palindromic rheumatism, other specified sites","Palindrom rheum-jt NEC",32,2015
"71939","Palindromic rheumatism, multiple sites","Palindrom rheum-mult jts",32,2015
"71940","Pain in joint, site unspecified","Joint pain-unspec",32,2015
"71941","Pain in joint, shoulder region","Joint pain-shlder",32,2015
"71942","Pain in joint, upper arm","Joint pain-up/arm",32,2015
"71943","Pain in joint, forearm","Joint pain-forearm",32,2015
"71944","Pain in joint, hand","Joint pain-hand",32,2015
"71945","Pain in joint, pelvic region and thigh","Joint pain-pelvis",32,2015
"71946","Pain in joint, lower leg","Joint pain-l/leg",32,2015
"71947","Pain in joint, ankle and foot","Joint pain-ankle",32,2015
"71948","Pain in joint, other specified sites","Joint pain-jt NEC",32,2015
"71949","Pain in joint, multiple sites","Joint pain-mult jts",32,2015
"71950","Stiffness of joint, not elsewhere classified, site unspecified","Jt stiffness NEC-unspec",32,2015
"71951","Stiffness of joint, not elsewhere classified, shoulder region","Jt stiffness NEC-shlder",32,2015
"71952","Stiffness of joint, not elsewhere classified, upper arm","Jt stiffness NEC-up/arm",32,2015
"71953","Stiffness of joint, not elsewhere classified, forearm","Jt stiffnes NEC-forearm",32,2015
"71954","Stiffness of joint, not elsewhere classified, hand","Jt stiffness NEC-hand",32,2015
"71955","Stiffness of joint, not elsewhere classified, pelvic region and thigh","Jt stiffness NEC-pelvis",32,2015
"71956","Stiffness of joint, not elsewhere classified, lower leg","Jt stiffness NEC-l/leg",32,2015
"71957","Stiffness of joint, not elsewhere classified, ankle and foot","Jt stiffness NEC-ankle",32,2015
"71958","Stiffness of joint, not elsewhere classified, other specified sites","Jt stiffness NEC-oth jt",32,2015
"71959","Stiffness of joint, not elsewhere classified, multiple sites","Jt stiffness NEC-mult jt",32,2015
"71960","Other symptoms referable to joint, site unspecified","Joint sympt NEC-unsp jt",32,2015
"71961","Other symptoms referable to joint, shoulder region","Joint symptom NEC-shlder",32,2015
"71962","Other symptoms referable to joint, upper arm","Joint symptom NEC-up/arm",32,2015
"71963","Other symptoms referable to joint, forearm","Joint sympt NEC-forearm",32,2015
"71964","Other symptoms referable to joint, hand","Joint symptom NEC-hand",32,2015
"71965","Other symptoms referable to joint, pelvic region and thigh","Joint symptom NEC-pelvis",32,2015
"71966","Other symptoms referable to joint, lower leg","Joint symptom NEC-l/leg",32,2015
"71967","Other symptoms referable to joint, ankle and foot","Joint symptom NEC-ankle",32,2015
"71968","Other symptoms referable to joint, other specified sites","Joint symptom NEC-oth jt",32,2015
"71969","Other symptoms referable to joint, multiple sites","Joint sympt NEC-mult jts",32,2015
"7197","Difficulty in walking","Difficulty in walking",32,2015
"71980","Other specified disorders of joint, site unspecified","Joint dis NEC-unspec",32,2015
"71981","Other specified disorders of joint, shoulder region","Joint dis NEC-shlder",32,2015
"71982","Other specified disorders of joint, upper arm","Joint dis NEC-up/arm",32,2015
"71983","Other specified disorders of joint, forearm","Joint dis NEC-forearm",32,2015
"71984","Other specified disorders of joint, hand","Joint dis NEC-hand",32,2015
"71985","Other specified disorders of joint, pelvic region and thigh","Joint dis NEC-pelvis",32,2015
"71986","Other specified disorders of joint, lower leg","Joint dis NEC-l/leg",32,2015
"71987","Other specified disorders of joint, ankle and foot","Joint dis NEC-ankle",32,2015
"71988","Other specified disorders of joint, other specified sites","Joint dis NEC-oth jt",32,2015
"71989","Other specified disorders of joint, multiple sites","Joint dis NEC-mult jts",32,2015
"71990","Unspecified disorder of joint, site unspecified","Joint dis NOS-unspec jt",32,2015
"71991","Unspecified disorder of joint, shoulder region","Joint dis NOS-shlder",32,2015
"71992","Unspecified disorder of joint, upper arm","Joint dis NOS-up/arm",32,2015
"71993","Unspecified disorder of joint, forearm","Joint dis NOS-forearm",32,2015
"71994","Unspecified disorder of joint, hand","Joint dis NOS-hand",32,2015
"71995","Unspecified disorder of joint, pelvic region and thigh","Joint dis NOS-pelvis",32,2015
"71996","Unspecified disorder of joint, lower leg","Joint dis NOS-l/leg",32,2015
"71997","Unspecified disorder of joint, ankle and foot","Joint dis NOS-ankle",32,2015
"71998","Unspecified disorder of joint, other specified sites","Joint dis NOS-oth jt",32,2015
"71999","Unspecified disorder of joint, multiple sites","Joint dis NOS-mult jts",32,2015
"7200","Ankylosing spondylitis","Ankylosing spondylitis",32,2015
"7201","Spinal enthesopathy","Spinal enthesopathy",32,2015
"7202","Sacroiliitis, not elsewhere classified","Sacroiliitis NEC",32,2015
"72081","Inflammatory spondylopathies in diseases classified elsewhere","Spondylopathy in oth dis",32,2015
"72089","Other inflammatory spondylopathies","Inflam spondylopathy NEC",32,2015
"7209","Unspecified inflammatory spondylopathy","Inflam spondylopathy NOS",32,2015
"7210","Cervical spondylosis without myelopathy","Cervical spondylosis",32,2015
"7211","Cervical spondylosis with myelopathy","Cerv spondyl w myelopath",32,2015
"7212","Thoracic spondylosis without myelopathy","Thoracic spondylosis",32,2015
"7213","Lumbosacral spondylosis without myelopathy","Lumbosacral spondylosis",32,2015
"72141","Spondylosis with myelopathy, thoracic region","Spond compr thor sp cord",32,2015
"72142","Spondylosis with myelopathy, lumbar region","Spond compr lumb sp cord",32,2015
"7215","Kissing spine","Kissing spine",32,2015
"7216","Ankylosing vertebral hyperostosis","Ankyl vert hyperostosis",32,2015
"7217","Traumatic spondylopathy","Traumatic spondylopathy",32,2015
"7218","Other allied disorders of spine","Spinal disorders NEC",32,2015
"72190","Spondylosis of unspecified site, without mention of myelopathy","Spondylos NOS w/o myelop",32,2015
"72191","Spondylosis of unspecified site, with myelopathy","Spondylosis NOS w myelop",32,2015
"7220","Displacement of cervical intervertebral disc without myelopathy","Cervical disc displacmnt",32,2015
